Product_ID,Product_Name,Category,Quantity_Available,Reorder_Level,Supplier_Name,Restock_Date,Unit_Price,Warehouse_Location,SKU
PROD096553,Shirt,Clothing,732,56,Barnes-Wang,20-04-2025,145.04,WH-2,SKU469303
PROD096554,Sofa,Home,994,71,"Myers, Garcia and Green",11-06-2025,21.67,WH-16,SKU283018
PROD096555,Chair,Home,954,60,"Mcdonald, Roberts and Flores",24-04-2025,263.26,WH-10,SKU411532
PROD096556,Camera,Electronics,790,16,Hayes Group,20-04-2025,78.54,WH-14,SKU237344
PROD096557,Camera,Electronics,895,21,Jones and Sons,22-04-2025,232.12,WH-17,SKU283093
PROD096558,Sofa,Home,772,25,"Davidson, Raymond and Nelson",09-05-2025,215.75,WH-14,SKU228741
PROD096559,Sofa,Home,639,43,Palmer LLC,13-04-2025,433.46,WH-18,SKU219388
PROD096560,Shampoo,Beauty,967,83,Hubbard-Montgomery,28-04-2025,28.03,WH-16,SKU993503
PROD096561,Foundation,Beauty,415,70,"Edwards, Williams and Graham",11-05-2025,312.55,WH-10,SKU254993
PROD096562,Lipstick,Beauty,303,48,Harrison LLC,27-05-2025,105.06,WH-20,SKU328608
PROD096563,Yoga Mat,Sports,760,41,Maldonado-Anderson,03-06-2025,225.32,WH-5,SKU480399
PROD096564,Foundation,Beauty,862,100,"Rubio, Moran and Nixon",24-04-2025,45.04,WH-1,SKU794918
PROD096565,Dumbbells,Sports,132,36,Whitaker-Jensen,09-05-2025,381.21,WH-9,SKU686755
PROD096566,Jeans,Clothing,949,20,Griffin and Sons,01-06-2025,104.95,WH-2,SKU801588
PROD096567,Tennis Racket,Sports,553,20,Murillo Ltd,10-05-2025,48.08,WH-8,SKU165467
PROD096568,Lipstick,Beauty,109,24,"Jacobs, Villa and Mitchell",25-05-2025,424.34,WH-10,SKU999703
PROD096569,Lipstick,Beauty,88,44,Rojas-Cowan,26-04-2025,496.11,WH-10,SKU151861
PROD096570,Basketball,Sports,887,90,Gray-Farrell,12-05-2025,255.44,WH-10,SKU330584
PROD096571,Foundation,Beauty,94,65,"Turner, Williams and Thomas",10-05-2025,18.4,WH-5,SKU511891
PROD096572,Lotion,Beauty,143,92,Wilson Group,01-06-2025,394.36,WH-3,SKU788460
PROD096573,Football,Sports,460,68,Perry-Gallegos,25-05-2025,313.18,WH-14,SKU354700
PROD096574,Tennis Racket,Sports,618,28,"Johnson, Casey and Salas",07-06-2025,92.13,WH-15,SKU508687
PROD096575,Sofa,Home,110,100,"Harvey, Perry and Martinez",25-05-2025,409.62,WH-13,SKU396768
PROD096576,Lipstick,Beauty,745,65,Wyatt-Williams,28-04-2025,114.03,WH-1,SKU732341
PROD096577,Chair,Home,67,55,Hatfield Group,24-04-2025,352.41,WH-15,SKU194717
PROD096578,Lotion,Beauty,539,18,"Mcdonald, Reed and Davis",11-05-2025,431.99,WH-11,SKU830204
PROD096579,Jeans,Clothing,193,96,Martinez Group,23-05-2025,215.61,WH-16,SKU797087
PROD096580,Shirt,Clothing,872,63,"Hancock, Hall and Callahan",15-04-2025,200.32,WH-4,SKU915304
PROD096581,Shirt,Clothing,833,65,"Mccarthy, Moore and Baker",15-05-2025,168.35,WH-10,SKU228141
PROD096582,Football,Sports,661,40,"Ali, Gray and Lewis",17-05-2025,467.77,WH-14,SKU783601
PROD096583,Dumbbells,Sports,847,23,Robbins-Graham,11-06-2025,470.06,WH-19,SKU592656
PROD096584,Jeans,Clothing,243,32,"Chavez, Carter and Fowler",06-06-2025,449.61,WH-8,SKU543256
PROD096585,Shirt,Clothing,541,56,Perry-Garcia,22-05-2025,432.52,WH-8,SKU260352
PROD096586,Perfume,Beauty,806,13,Smith PLC,21-05-2025,196.75,WH-7,SKU739763
PROD096587,Lotion,Beauty,169,71,Bauer-Howard,07-05-2025,387.08,WH-14,SKU936295
PROD096588,Dumbbells,Sports,70,36,Brown-Edwards,12-05-2025,256.83,WH-12,SKU935639
PROD096589,Yoga Mat,Sports,864,84,"Barry, Grant and Berry",18-04-2025,289.43,WH-9,SKU173334
PROD096590,Perfume,Beauty,589,20,"Sampson, Sanchez and Zimmerman",17-04-2025,214.41,WH-8,SKU235739
PROD096591,Laptop,Electronics,249,35,Wolfe Inc,27-05-2025,124.96,WH-1,SKU641923
PROD096592,Foundation,Beauty,440,36,Castillo and Sons,15-05-2025,68.31,WH-20,SKU312903
PROD096593,Sneakers,Clothing,730,27,Taylor PLC,10-06-2025,210.52,WH-6,SKU436206
PROD096594,Lipstick,Beauty,91,56,Roberts-Bird,22-05-2025,388.43,WH-7,SKU483958
PROD096595,Dumbbells,Sports,707,50,Buck PLC,20-04-2025,323.98,WH-1,SKU614147
PROD096596,Shampoo,Beauty,917,75,Gomez Inc,23-05-2025,384.14,WH-1,SKU879675
PROD096597,Headphones,Electronics,195,79,"Gonzales, Rodriguez and Walker",01-06-2025,40.42,WH-11,SKU778544
PROD096598,Lamp,Home,894,13,Barker LLC,24-05-2025,183.1,WH-9,SKU417186
PROD096599,Dress,Clothing,459,76,Conner-Stephenson,01-06-2025,135.93,WH-19,SKU736987
PROD096600,Jacket,Clothing,87,42,Carroll Group,28-04-2025,429.85,WH-9,SKU614474
PROD096601,Camera,Electronics,363,16,Wilson-Moran,04-05-2025,370.2,WH-1,SKU310767
PROD096602,Chair,Home,536,59,"Baker, Key and Guerra",20-04-2025,65.2,WH-6,SKU748405
PROD096603,Tablet,Electronics,184,47,Campbell Inc,06-06-2025,493.39,WH-12,SKU303571
PROD096604,Lamp,Home,570,92,Orr-Holmes,06-06-2025,379.54,WH-3,SKU303840
PROD096605,Sofa,Home,172,16,Lowe PLC,19-04-2025,83.35,WH-7,SKU428439
PROD096606,Camera,Electronics,762,42,"Thompson, Garcia and Archer",01-06-2025,177.92,WH-20,SKU906713
PROD096607,Table,Home,919,29,"Mclaughlin, Green and Dunn",14-05-2025,482.47,WH-20,SKU717413
PROD096608,Headphones,Electronics,510,47,"Hancock, Lewis and Mejia",09-06-2025,98.46,WH-17,SKU607720
PROD096609,Shirt,Clothing,362,19,Graves-Roberts,20-04-2025,125.14,WH-5,SKU439993
PROD096610,Jeans,Clothing,499,37,Stokes-Juarez,15-04-2025,153.17,WH-9,SKU102091
PROD096611,Tablet,Electronics,583,45,"Rios, Ramsey and Ruiz",01-06-2025,202.96,WH-17,SKU126253
PROD096612,Table,Home,572,11,"Wells, Johnson and Hill",07-05-2025,128.58,WH-13,SKU154171
PROD096613,Tablet,Electronics,201,94,"Brown, Rodriguez and Gonzales",25-05-2025,117.93,WH-15,SKU648100
PROD096614,Headphones,Electronics,698,13,Dixon and Sons,17-04-2025,192.5,WH-13,SKU434677
PROD096615,Laptop,Electronics,350,62,King-Johnson,27-05-2025,495.84,WH-13,SKU360832
PROD096616,Dress,Clothing,117,92,Hamilton and Sons,18-04-2025,32.76,WH-3,SKU338208
PROD096617,Tennis Racket,Sports,589,60,Watkins-Gilbert,14-05-2025,233.1,WH-10,SKU805075
PROD096618,Bed,Home,866,50,Frey LLC,04-06-2025,282.42,WH-4,SKU840968
PROD096619,Chair,Home,780,66,Taylor Inc,07-05-2025,201.52,WH-17,SKU731273
PROD096620,Shirt,Clothing,827,48,Graham-Stokes,06-05-2025,145,WH-20,SKU473297
PROD096621,Dumbbells,Sports,226,90,Nelson-Sharp,08-05-2025,139.94,WH-3,SKU696642
PROD096622,Tablet,Electronics,550,72,"Walls, Rose and Jackson",24-04-2025,101.02,WH-8,SKU834157
PROD096623,Yoga Mat,Sports,998,80,"Walton, Mora and Maddox",02-06-2025,396.56,WH-5,SKU514259
PROD096624,Tablet,Electronics,926,66,Myers-Hudson,30-05-2025,34.53,WH-2,SKU552523
PROD096625,Tennis Racket,Sports,273,57,Ward LLC,23-04-2025,45.41,WH-19,SKU188356
PROD096626,Jacket,Clothing,298,53,Watkins-Herman,10-05-2025,274.11,WH-20,SKU314207
PROD096627,Jacket,Clothing,607,76,Durham Inc,20-05-2025,306.37,WH-20,SKU214846
PROD096628,Smartphone,Electronics,384,19,White-Torres,26-04-2025,37.39,WH-2,SKU852506
PROD096629,Jeans,Clothing,207,59,Proctor-Sandoval,24-05-2025,466.99,WH-4,SKU747043
PROD096630,Foundation,Beauty,359,99,"Davis, Olson and Landry",10-06-2025,377.43,WH-5,SKU848082
PROD096631,Tennis Racket,Sports,341,67,Jones-Barton,27-04-2025,469.16,WH-20,SKU267339
PROD096632,Headphones,Electronics,821,39,Brown-Diaz,30-05-2025,288.75,WH-3,SKU174988
PROD096633,Chair,Home,673,48,Green-Brown,25-04-2025,367.85,WH-6,SKU504705
PROD096634,Perfume,Beauty,730,26,"Edwards, Boyer and Brown",26-04-2025,174.77,WH-13,SKU814205
PROD096635,Headphones,Electronics,375,71,Colon-Smith,15-05-2025,341.42,WH-12,SKU322414
PROD096636,Table,Home,292,75,Morrison Group,07-05-2025,140.61,WH-5,SKU819009
PROD096637,Lotion,Beauty,515,35,Bryant-Mann,31-05-2025,191.41,WH-12,SKU563752
PROD096638,Smartphone,Electronics,859,100,Bass PLC,04-05-2025,470.35,WH-13,SKU554226
PROD096639,Chair,Home,822,53,"Ruiz, Foster and Stewart",20-04-2025,375.4,WH-9,SKU198980
PROD096640,Yoga Mat,Sports,36,80,Franklin Group,28-04-2025,346.8,WH-16,SKU503080
PROD096641,Dress,Clothing,795,97,"Hall, Lin and Lee",05-06-2025,225.2,WH-2,SKU266251
PROD096642,Headphones,Electronics,131,30,Poole-Vega,24-05-2025,64.27,WH-6,SKU500411
PROD096643,Shampoo,Beauty,803,84,"Walker, Hall and Carroll",30-04-2025,211.02,WH-17,SKU893380
PROD096644,Shirt,Clothing,744,89,Rosales Ltd,21-04-2025,236.31,WH-15,SKU659345
PROD096645,Smartphone,Electronics,783,55,Mccall-Williams,23-05-2025,480.32,WH-14,SKU861214
PROD096646,Perfume,Beauty,665,60,"Hammond, Hernandez and Watts",10-05-2025,454.59,WH-15,SKU465473
PROD096647,Football,Sports,103,53,"Hill, Perez and Reilly",08-06-2025,92.59,WH-8,SKU798870
PROD096648,Headphones,Electronics,859,85,Hall Ltd,26-05-2025,333.14,WH-9,SKU148338
PROD096649,Football,Sports,86,47,Mckinney-Bennett,23-05-2025,131.63,WH-16,SKU369534
PROD096650,Smartphone,Electronics,151,76,"Crawford, Arias and Yu",16-04-2025,97.01,WH-19,SKU753919
PROD096651,Shirt,Clothing,316,21,"Medina, Woodward and Franklin",20-05-2025,196.2,WH-6,SKU700825
PROD096652,Shampoo,Beauty,560,17,Long Group,05-05-2025,303.03,WH-20,SKU236432
PROD096653,Dumbbells,Sports,936,87,Winters Group,17-04-2025,442.81,WH-9,SKU682807
PROD096654,Sofa,Home,465,32,Shields Inc,11-05-2025,444.09,WH-2,SKU596711
PROD096655,Lipstick,Beauty,748,24,Snyder Ltd,05-06-2025,178.3,WH-18,SKU717437
PROD096656,Yoga Mat,Sports,667,41,Turner and Sons,10-05-2025,5.26,WH-15,SKU129786
PROD096657,Sneakers,Clothing,293,92,Graham-Allen,05-06-2025,110.96,WH-10,SKU635582
PROD096658,Chair,Home,307,68,"Cameron, Russo and Jordan",11-06-2025,330.69,WH-11,SKU438250
PROD096659,Basketball,Sports,5,96,Dennis-Aguirre,18-04-2025,447.49,WH-7,SKU375567
PROD096660,Tablet,Electronics,969,86,Moss-Moreno,04-06-2025,318.28,WH-16,SKU340828
PROD096661,Basketball,Sports,955,99,"Patel, Myers and Davies",23-05-2025,489.32,WH-19,SKU468366
PROD096662,Football,Sports,332,21,Stein Inc,27-05-2025,310.32,WH-7,SKU125118
PROD096663,Camera,Electronics,816,73,Garner Group,20-05-2025,269.87,WH-20,SKU678942
PROD096664,Sneakers,Clothing,11,21,Martinez PLC,20-04-2025,479.02,WH-12,SKU523973
PROD096665,Lotion,Beauty,552,16,Smith and Sons,22-04-2025,471.87,WH-12,SKU376131
PROD096666,Sneakers,Clothing,96,86,"Johnson, Hall and Smith",10-05-2025,381.55,WH-14,SKU248017
PROD096667,Table,Home,251,34,"Beck, Murphy and Johnson",09-05-2025,225,WH-4,SKU591310
PROD096668,Table,Home,271,95,Simpson Inc,02-06-2025,395.62,WH-17,SKU658109
PROD096669,Sneakers,Clothing,168,25,Dixon Ltd,27-05-2025,349.1,WH-8,SKU511856
PROD096670,Lotion,Beauty,150,75,Rivera-Sanchez,18-05-2025,283.57,WH-4,SKU116158
PROD096671,Football,Sports,401,34,Mcmillan Ltd,28-05-2025,304.39,WH-4,SKU632306
PROD096672,Table,Home,399,84,"Hutchinson, Arnold and Gordon",05-06-2025,391.06,WH-16,SKU973694
PROD096673,Lotion,Beauty,487,42,"Jackson, Nash and Perez",10-05-2025,166.26,WH-6,SKU314780
PROD096674,Chair,Home,558,51,Sanchez Ltd,05-05-2025,384.03,WH-5,SKU973741
PROD096675,Basketball,Sports,284,42,"Hernandez, Huffman and Hendrix",27-04-2025,122.23,WH-19,SKU358138
PROD096676,Lamp,Home,697,68,"Walter, Davis and Richard",19-04-2025,224.95,WH-6,SKU877123
PROD096677,Basketball,Sports,260,90,"Foster, Mitchell and Vaughn",28-04-2025,251.86,WH-20,SKU304433
PROD096678,Tablet,Electronics,449,37,Brown Inc,17-05-2025,237.43,WH-20,SKU775655
PROD096679,Table,Home,97,35,Sanders PLC,05-05-2025,350.47,WH-6,SKU608320
PROD096680,Lotion,Beauty,868,90,Cook-Calderon,30-04-2025,156.79,WH-16,SKU709223
PROD096681,Dumbbells,Sports,631,28,Martinez-Finley,07-06-2025,82.73,WH-14,SKU264715
PROD096682,Sneakers,Clothing,801,11,"Houston, Gibson and Sims",26-05-2025,237.55,WH-18,SKU902307
PROD096683,Smartphone,Electronics,100,90,Cole-Johnston,26-04-2025,446.9,WH-10,SKU463412
PROD096684,Jeans,Clothing,814,20,Deleon-Hubbard,24-05-2025,216.83,WH-19,SKU881344
PROD096685,Shirt,Clothing,538,14,Chandler Ltd,04-06-2025,451.43,WH-18,SKU472655
PROD096686,Shampoo,Beauty,857,28,Stevens Inc,10-05-2025,377.23,WH-7,SKU621163
PROD096687,Jacket,Clothing,918,85,"Taylor, Jones and Reynolds",02-06-2025,74.13,WH-13,SKU376040
PROD096688,Headphones,Electronics,117,24,"Robinson, Coleman and Murillo",07-05-2025,358.36,WH-11,SKU589815
PROD096689,Perfume,Beauty,962,65,Gibson and Sons,08-06-2025,462.33,WH-8,SKU457970
PROD096690,Shirt,Clothing,438,21,"Olson, Thomas and Reynolds",09-06-2025,275.46,WH-11,SKU728966
PROD096691,Shirt,Clothing,135,35,Bell-Taylor,22-05-2025,220.6,WH-18,SKU404551
PROD096692,Camera,Electronics,559,31,Cooper-Stevenson,14-04-2025,457.31,WH-3,SKU721990
PROD096693,Chair,Home,416,62,"Johnson, Baker and Rogers",25-04-2025,151.82,WH-3,SKU955185
PROD096694,Laptop,Electronics,215,51,Eaton and Sons,25-04-2025,481.76,WH-7,SKU491955
PROD096695,Tablet,Electronics,693,77,Smith Inc,23-05-2025,444.32,WH-18,SKU723427
PROD096696,Headphones,Electronics,990,95,Graham LLC,04-05-2025,201.87,WH-17,SKU518365
PROD096697,Yoga Mat,Sports,633,32,Strickland-Clark,15-05-2025,348.24,WH-2,SKU704926
PROD096698,Shirt,Clothing,65,18,"Gutierrez, Wilcox and Singh",14-05-2025,407.44,WH-1,SKU876000
PROD096699,Sofa,Home,409,32,Morse Ltd,16-05-2025,372.91,WH-19,SKU686739
PROD096700,Camera,Electronics,176,12,Reed-Duran,19-04-2025,432.16,WH-11,SKU544773
PROD096701,Headphones,Electronics,932,14,Gordon-Douglas,10-05-2025,315.63,WH-15,SKU334098
PROD096702,Laptop,Electronics,165,85,Bates and Sons,19-04-2025,126.71,WH-15,SKU792987
PROD096703,Football,Sports,378,31,"Barry, Thomas and Aguilar",21-04-2025,279.12,WH-3,SKU403099
PROD096704,Basketball,Sports,644,81,"Friedman, Brown and Fisher",20-05-2025,112.5,WH-11,SKU547444
PROD096705,Tablet,Electronics,404,50,"Prince, Saunders and Valencia",05-05-2025,197.61,WH-3,SKU318420
PROD096706,Lipstick,Beauty,517,83,Brown and Sons,29-05-2025,351.42,WH-9,SKU501603
PROD096707,Camera,Electronics,675,53,"Hernandez, Page and Guerra",05-05-2025,97.77,WH-15,SKU482993
PROD096708,Jacket,Clothing,817,47,"Hernandez, Murray and Porter",24-04-2025,228.56,WH-2,SKU708111
PROD096709,Laptop,Electronics,349,41,"Ramsey, Miranda and Campbell",11-05-2025,121.59,WH-4,SKU396521
PROD096710,Dumbbells,Sports,663,78,"Newton, Thompson and Ramirez",15-05-2025,432,WH-3,SKU981933
PROD096711,Shampoo,Beauty,237,34,Fox LLC,09-05-2025,30.08,WH-9,SKU753814
PROD096712,Bed,Home,841,55,Estrada LLC,21-05-2025,482.86,WH-20,SKU267073
PROD096713,Chair,Home,716,58,"Macias, Bates and Perez",25-04-2025,219.35,WH-17,SKU624364
PROD096714,Tablet,Electronics,844,67,"Hayes, Anderson and Martin",27-05-2025,152.94,WH-17,SKU711767
PROD096715,Lipstick,Beauty,398,90,"Roberts, Smith and Simpson",27-04-2025,8.29,WH-2,SKU558056
PROD096716,Lotion,Beauty,145,51,"Kelly, Parker and Mccoy",21-05-2025,100.01,WH-14,SKU188516
PROD096717,Foundation,Beauty,587,69,"Johnson, Olson and Harrell",07-05-2025,487.02,WH-16,SKU573994
PROD096718,Smartphone,Electronics,88,97,York-Ford,06-05-2025,335.36,WH-12,SKU533055
PROD096719,Sofa,Home,241,27,"Patterson, Ruiz and Price",13-04-2025,321.88,WH-2,SKU821254
PROD096720,Sofa,Home,65,61,Turner-Leblanc,02-05-2025,461.86,WH-7,SKU450620
PROD096721,Shampoo,Beauty,903,28,Gallegos-Werner,08-05-2025,472.84,WH-1,SKU565885
PROD096722,Lotion,Beauty,23,96,Chambers-Harvey,26-04-2025,420.35,WH-10,SKU568168
PROD096723,Basketball,Sports,350,17,Richardson Inc,10-05-2025,158.29,WH-13,SKU882345
PROD096724,Football,Sports,527,60,"Johnson, Mcdonald and Bryant",18-04-2025,447.89,WH-3,SKU426383
PROD096725,Headphones,Electronics,426,70,Smith Ltd,03-05-2025,100.92,WH-20,SKU904724
PROD096726,Chair,Home,26,78,"Garcia, Hernandez and Robbins",05-06-2025,165.35,WH-13,SKU419774
PROD096727,Foundation,Beauty,694,30,Riley-Alvarado,02-06-2025,271.33,WH-1,SKU717037
PROD096728,Headphones,Electronics,677,92,"Johnson, Sanchez and Gonzalez",14-05-2025,276.52,WH-1,SKU194882
PROD096729,Jacket,Clothing,45,56,Cruz-Mendez,04-05-2025,441.61,WH-17,SKU629026
PROD096730,Laptop,Electronics,992,22,"Clark, Steele and Estrada",15-05-2025,216.05,WH-15,SKU620352
PROD096731,Dumbbells,Sports,839,22,"Goodwin, Nguyen and Weiss",03-06-2025,140.1,WH-5,SKU482507
PROD096732,Table,Home,524,54,Anderson PLC,04-06-2025,175.91,WH-18,SKU858325
PROD096733,Lamp,Home,726,33,Ellis-May,29-04-2025,202.84,WH-9,SKU788573
PROD096734,Table,Home,536,55,Brock and Sons,11-05-2025,496.18,WH-2,SKU585054
PROD096735,Chair,Home,936,51,"Rodgers, Garcia and Mcdowell",21-05-2025,224.84,WH-7,SKU159342
PROD096736,Lipstick,Beauty,417,27,Hubbard LLC,25-04-2025,483.89,WH-20,SKU253127
PROD096737,Bed,Home,110,95,"Santiago, Stone and Oliver",16-04-2025,264.08,WH-17,SKU734994
PROD096738,Smartphone,Electronics,548,30,"Kramer, Thompson and Moreno",14-04-2025,11.1,WH-6,SKU624099
PROD096739,Tablet,Electronics,234,77,"Murillo, Barrett and Olson",09-05-2025,453.12,WH-17,SKU392651
PROD096740,Yoga Mat,Sports,965,29,Mcdonald Group,07-05-2025,133.71,WH-7,SKU188844
PROD096741,Tennis Racket,Sports,139,15,Reyes LLC,21-05-2025,251.9,WH-9,SKU740267
PROD096742,Lipstick,Beauty,253,77,Edwards-Brown,18-05-2025,133.62,WH-18,SKU596786
PROD096743,Lamp,Home,514,19,Drake LLC,17-04-2025,62.47,WH-10,SKU602219
PROD096744,Lotion,Beauty,630,53,"Robinson, Cooper and Stevens",07-06-2025,221.24,WH-2,SKU202456
PROD096745,Bed,Home,414,90,"Anderson, Smith and Patton",09-06-2025,470.79,WH-5,SKU876720
PROD096746,Lamp,Home,339,76,Howard Inc,26-05-2025,89.24,WH-20,SKU609026
PROD096747,Sofa,Home,474,20,Carr Ltd,21-04-2025,355.27,WH-6,SKU843533
PROD096748,Smartphone,Electronics,910,25,"Ponce, Fritz and Jefferson",25-04-2025,495.01,WH-13,SKU348287
PROD096749,Headphones,Electronics,536,82,Frank LLC,15-04-2025,447.09,WH-1,SKU344094
PROD096750,Bed,Home,345,11,Lewis Ltd,19-04-2025,344.74,WH-2,SKU437084
PROD096751,Tennis Racket,Sports,72,19,Foster-Jones,17-05-2025,352.6,WH-20,SKU654077
PROD096752,Headphones,Electronics,422,71,Tyler Group,26-04-2025,499.58,WH-10,SKU326252
PROD096753,Sneakers,Clothing,672,81,"Jones, Peters and Barber",28-05-2025,389.99,WH-17,SKU701218
PROD096754,Jeans,Clothing,874,75,Nguyen Ltd,05-06-2025,220.21,WH-17,SKU480536
PROD096755,Laptop,Electronics,488,41,Collins PLC,16-04-2025,373.47,WH-4,SKU726242
PROD096756,Shampoo,Beauty,460,67,"Monroe, Ingram and Lopez",14-04-2025,246.84,WH-13,SKU207463
PROD096757,Chair,Home,116,84,Smith Inc,23-04-2025,96.77,WH-3,SKU884205
PROD096758,Tablet,Electronics,726,91,Wells-Hammond,15-04-2025,212.23,WH-20,SKU931603
PROD096759,Football,Sports,938,48,"Flores, Hayes and Ho",13-05-2025,493.93,WH-15,SKU179266
PROD096760,Foundation,Beauty,330,37,Evans and Sons,17-05-2025,132.32,WH-10,SKU872035
PROD096761,Sofa,Home,927,96,"Sloan, Schultz and Chavez",08-05-2025,67.2,WH-3,SKU509128
PROD096762,Shampoo,Beauty,381,93,Brandt-Beck,19-05-2025,98.14,WH-16,SKU867391
PROD096763,Tennis Racket,Sports,200,49,Phillips-Johnson,08-05-2025,448.13,WH-5,SKU236038
PROD096764,Jacket,Clothing,297,47,Blair LLC,05-06-2025,358.87,WH-17,SKU958375
PROD096765,Basketball,Sports,800,46,"Taylor, Frank and Rodriguez",25-04-2025,330.96,WH-13,SKU829983
PROD096766,Yoga Mat,Sports,445,30,"Stone, King and Ramirez",18-04-2025,413.26,WH-20,SKU245473
PROD096767,Basketball,Sports,469,52,Martin-Scott,10-05-2025,76.74,WH-12,SKU656310
PROD096768,Laptop,Electronics,728,22,Moreno Inc,19-04-2025,80.92,WH-7,SKU865443
PROD096769,Shirt,Clothing,807,30,"Carpenter, Jones and Conley",14-05-2025,40.65,WH-17,SKU287885
PROD096770,Dumbbells,Sports,644,87,"Reed, Lewis and Peterson",06-05-2025,112.52,WH-2,SKU734871
PROD096771,Shirt,Clothing,612,100,Rivas Ltd,16-04-2025,87.99,WH-11,SKU383369
PROD096772,Shirt,Clothing,711,53,Johnston-Wells,20-04-2025,463.08,WH-3,SKU828783
PROD096773,Dumbbells,Sports,734,43,Murphy-Obrien,30-05-2025,449.29,WH-4,SKU128219
PROD096774,Lipstick,Beauty,249,92,"Henry, Bright and Warren",14-04-2025,45.94,WH-9,SKU167303
PROD096775,Jacket,Clothing,298,40,Ross-Parker,14-04-2025,376.42,WH-4,SKU846562
PROD096776,Football,Sports,849,78,"Vega, Fernandez and Murphy",11-05-2025,36.67,WH-12,SKU195865
PROD096777,Football,Sports,483,76,Hayes-Johnston,18-04-2025,390.23,WH-19,SKU461925
PROD096778,Sofa,Home,219,60,Ramos-Evans,28-05-2025,161.33,WH-4,SKU486185
PROD096779,Lamp,Home,96,66,"King, Cruz and Pena",22-04-2025,490.17,WH-18,SKU630412
PROD096780,Headphones,Electronics,107,96,Perkins-Reilly,04-05-2025,288,WH-19,SKU405290
PROD096781,Tennis Racket,Sports,280,98,Henry-Martinez,01-05-2025,203.37,WH-12,SKU160314
PROD096782,Foundation,Beauty,187,51,Rodriguez and Sons,17-04-2025,235.76,WH-13,SKU413582
PROD096783,Basketball,Sports,518,36,Martin-Davis,03-05-2025,14.49,WH-10,SKU479968
PROD096784,Sofa,Home,82,94,Jones-Mayer,02-05-2025,471.93,WH-3,SKU524911
PROD096785,Foundation,Beauty,860,37,Meadows Ltd,26-05-2025,252.38,WH-3,SKU487940
PROD096786,Shirt,Clothing,827,81,Evans Group,10-06-2025,375.81,WH-1,SKU125779
PROD096787,Lamp,Home,798,31,Larson Ltd,15-04-2025,304.56,WH-17,SKU467429
PROD096788,Dress,Clothing,987,34,Sanchez-Peters,19-05-2025,318.06,WH-4,SKU248945
PROD096789,Camera,Electronics,239,33,Richardson-Nash,25-04-2025,230.27,WH-13,SKU972421
PROD096790,Yoga Mat,Sports,202,71,Clark Ltd,04-06-2025,485.51,WH-4,SKU768574
PROD096791,Bed,Home,552,50,"Clark, Stephens and Waters",11-06-2025,161.31,WH-3,SKU376596
PROD096792,Table,Home,60,50,Robinson-Arnold,30-04-2025,47.19,WH-19,SKU264839
PROD096793,Lotion,Beauty,293,83,"Nguyen, Shea and Parker",06-05-2025,337.47,WH-15,SKU820445
PROD096794,Chair,Home,422,88,"Myers, Walker and Warner",20-05-2025,24.77,WH-7,SKU991486
PROD096795,Smartphone,Electronics,911,18,Ford Inc,02-06-2025,322.47,WH-3,SKU131386
PROD096796,Headphones,Electronics,8,29,Ramirez-Carr,31-05-2025,43.2,WH-17,SKU875399
PROD096797,Tennis Racket,Sports,474,20,"Bennett, Knight and Jones",06-06-2025,368.73,WH-14,SKU620063
PROD096798,Tennis Racket,Sports,451,70,Merritt and Sons,10-05-2025,421.23,WH-4,SKU485077
PROD096799,Basketball,Sports,241,83,Campbell PLC,15-05-2025,462.88,WH-10,SKU405399
PROD096800,Dress,Clothing,4,59,Chan Inc,25-04-2025,50.35,WH-12,SKU285184
PROD096801,Foundation,Beauty,883,67,Reyes Inc,05-06-2025,123.95,WH-8,SKU548326
PROD096802,Smartphone,Electronics,8,62,"Porter, Gross and Allen",20-04-2025,242.56,WH-4,SKU954948
PROD096803,Jacket,Clothing,368,44,Moses LLC,13-04-2025,151.6,WH-16,SKU813614
PROD096804,Tablet,Electronics,947,94,Brown LLC,27-04-2025,396.75,WH-7,SKU342993
PROD096805,Smartphone,Electronics,174,92,Vega Group,14-04-2025,366.27,WH-20,SKU322764
PROD096806,Headphones,Electronics,31,58,"Cox, Hill and Walker",18-05-2025,78.78,WH-11,SKU309971
PROD096807,Camera,Electronics,100,60,"Ford, Valentine and Kidd",29-04-2025,120.95,WH-8,SKU491961
PROD096808,Tennis Racket,Sports,620,50,Grant LLC,02-06-2025,184.46,WH-10,SKU320566
PROD096809,Yoga Mat,Sports,930,60,"Brooks, Morrison and Owens",15-04-2025,145.28,WH-16,SKU449199
PROD096810,Yoga Mat,Sports,581,73,Robles Inc,10-06-2025,252.11,WH-14,SKU974101
PROD096811,Headphones,Electronics,530,44,Cook-Peterson,14-05-2025,154.89,WH-11,SKU878922
PROD096812,Camera,Electronics,202,66,Castillo-Wilson,18-04-2025,359.87,WH-17,SKU949903
PROD096813,Dumbbells,Sports,191,32,"Ochoa, Miles and Campbell",13-05-2025,339.95,WH-18,SKU295619
PROD096814,Lamp,Home,452,40,"Stephens, Nelson and Long",20-04-2025,394.85,WH-10,SKU134586
PROD096815,Basketball,Sports,886,78,Cunningham-Morales,02-05-2025,149.88,WH-20,SKU902439
PROD096816,Bed,Home,62,49,Holt and Sons,19-05-2025,132.97,WH-4,SKU705556
PROD096817,Basketball,Sports,75,37,Fox-Reese,26-05-2025,210.01,WH-18,SKU729999
